member,organization,program,ein,amount,purpose
,".00 Funds will be used to cover cost of running recreational activities at the IPRHE Arturo Schomberg Senior Center. Mark-Viverito Institute for the Puerto Rican/Hispanic Elderly, Inc.",Betances Senior Center,132987263,5000,".00 To provide funding for health and fitness workshops, trips, cultural events and activities, as well as critical case assistance services to seniors and their families at Betances Senior Center."
Palma,"Institute for the Puerto Rican/Hispanic Elderly, Inc.",Bronx River Senior Center,132987263,15000,".00 To provide services to seniors, including educational and recreational activities, cultural events, case assistance, and assistance with entitlements and other benefits at Bronx River Senior Center. Page 13 Appendix A: Aging Discretionary Council Member Legal Name of Organization EIN * Amount CM Purpose of Funds Fiscal Conduit FC EIN Mark-Viverito Institute for the Puerto Rican/Hispanic Elderly, Inc. - Carver Senior Center"
,".00 To provide services to seniors, including educational and recreational activities, cultural events, case assistance, and assistance with entitlements and other benefits at Bronx River Senior Center. Page 13 Appendix A: Aging Discretionary Council Member Legal Name of Organization EIN * Amount CM Purpose of Funds Fiscal Conduit FC EIN Mark-Viverito Institute for the Puerto Rican/Hispanic Elderly, Inc.",Carver Senior Center,132987263,5000,".00 To provide funding for health and fitness workshops, trips, cultural events and activities, as well as critical case assistance services to seniors and their families at Carver Senior Center."
Ferreras-,"Copeland Institute for the Puerto Rican/Hispanic Elderly, Inc.",Corona Senior Center,132987263,10000,.00 To support educational and recreational program activities such as health and fitness workshops.
Palma,"Institute for the Puerto Rican/Hispanic Elderly, Inc.",James Monroe Senior Center,132987263,20000,".00 To provide services to seniors, including educational and recreational activities, cultural events, case assistance, and assistance with entitlements and other benefits at James Monroe Senior Centers Rodriguez Isabella Geriatric Center, Inc."
,".00 To provide services to seniors, including educational and recreational activities, cultural events, case assistance, and assistance with entitlements and other benefits at James Monroe Senior Centers Rodriguez Isabella Geriatric Center, Inc.",,133623808,5000,.00 Funding to support operating expenses of Isabella’s Caring Partners Program.
Levine,"Jackie Robinson Park Conservancy, Inc., The","JRPC Still Rising Senior Program 134161600 * $5,000.00 To fund movement instructors and food for senior fitness programs. Van Bramer Jacob A. Riis Neighborhood Settlement, Inc. - Riis Senior Center",111729398,21300,".00 Funds granted to the Riis Senior Center support a program which served residents aged 60 and above who benefit from meal service, transportation, activities and casework assistance. CD28 Jamaica Service Program for Older Adults, Inc. (JSPOA) 510204121 * $35,000.00 To provide programming and recreational activities for seniors. Funds requested will be used for outreach materials, upgrade equipment (kitchen, freezers, oven) and other program cost. Miller Jamaica Service Program for Older Adults, Inc. (JSPOA) - NORC 510204121 * $10,000.00 Funding will support the senior citizens' homeowners' fair and staff salaries. Lancman Jamaica Service Program for Older Adults, Inc. (JSPOA) - Shelton House Senior Center 510204121 * $5,000.00 Funding will support operational costs associated with transportation and activities for the senior center at Shelton Houses. Miller Jamaica Service Program for Older Adults, Inc. (JSPOA) - Theodora Jackson Adult Center 510204121 * $15,000.00 The funds will support general center operating expenses, the purchase of a freezer, a refrigerator, a new pool table and the salary of a part time afternoon driver that will allow members to stay at the center longer. Miller Jamaica Service Program for Older Adults, Inc. (JSPOA) - Transportation Program 510204121 * $5,000.00 Funding will support the transportation program, specifically a part time driver and associated operating costs. Garodnick James Lenox House Association, Inc."
,".00 Funds granted to the Riis Senior Center support a program which served residents aged 60 and above who benefit from meal service, transportation, activities and casework assistance. CD28 Jamaica Service Program for Older Adults, Inc. (JSPOA) 510204121 * $35,000.00 To provide programming and recreational activities for seniors. Funds requested will be used for outreach materials, upgrade equipment (kitchen, freezers, oven) and other program cost. Miller Jamaica Service Program for Older Adults, Inc. (JSPOA)","NORC 510204121 * $10,000.00 Funding will support the senior citizens' homeowners' fair and staff salaries. Lancman Jamaica Service Program for Older Adults, Inc. (JSPOA) - Shelton House Senior Center 510204121 * $5,000.00 Funding will support operational costs associated with transportation and activities for the senior center at Shelton Houses. Miller Jamaica Service Program for Older Adults, Inc. (JSPOA) - Theodora Jackson Adult Center 510204121 * $15,000.00 The funds will support general center operating expenses, the purchase of a freezer, a refrigerator, a new pool table and the salary of a part time afternoon driver that will allow members to stay at the center longer. Miller Jamaica Service Program for Older Adults, Inc. (JSPOA) - Transportation Program 510204121 * $5,000.00 Funding will support the transportation program, specifically a part time driver and associated operating costs. Garodnick James Lenox House Association, Inc.",131624148,5000,".00 Funding will support a Registered Nurse geriatrician at James Lenox House two days weekly, to provide a variety of services to monitor the health of residents. Rosenthal JBI International, Inc."
,".00 Funding will support a Registered Nurse geriatrician at James Lenox House two days weekly, to provide a variety of services to monitor the health of residents. Rosenthal JBI International, Inc.",,131683279,5000,.00 Funding will help support free audio books for the visually impaired Deutsch Jewish Association for Services for the Aged (JASA)
,.00 Funding will help support free audio books for the visually impaired Deutsch Jewish Association for Services for the Aged (JASA),,132620896,5500,.00 Cover costs for social services and communty events for seniors. Garodnick Jewish Association for Services for the Aged (JASA)
,.00 Cover costs for social services and communty events for seniors. Garodnick Jewish Association for Services for the Aged (JASA),,132620896,3500,".00 Funding will be used to enhance volunteer management, recruitment, and engagement conferences. King Jewish Association for Services for the Aged (JASA) - Bartow Senior Center"
,".00 Funding will be used to enhance volunteer management, recruitment, and engagement conferences. King Jewish Association for Services for the Aged (JASA)",Bartow Senior Center,132620896,7000,".00 Funding to support senior programming, activities, events; and for general operating expenses at JASA Bartow Senior Center. Richards Jewish Association for Services for the Aged (JASA) - Brookdale Village Senior Center"
