Fund,Department,Control Officer,Department ID,Short Title,Link to Website,Department Description,Adopted 2015,Itemized 2015,Adopted 2016,Itemized 2016,Adopted 2017,Itemized 2017,Adopted 2018,Itemized 2018,Adopted 2019,Itemized 2019,Adopted 2020,Itemized 2020,Adopted 2021,Itemized 2021,Adopted 2022,Itemized 2022,Adopted 2023,Itemized 2023,Adopted 2024,Itemized 2024,Adopted 2025,Itemized 2025,Adopted 2026,Itemized 2026,Adopted 2027,Itemized 2027
Parks and Recreation Services,Crisis Management System,Multiple agencies,638,Crisis Management System,,"“Crisis Management System” — a Parks and Recreation Services discretionary initiative administered by Multiple agencies. FY2025 adopted: $3,770,600.",0,0,0,0,0,0,0,0,2590000,0,2875600,0,0,0,0,0,0,0,3770600,0,3770600,0,0,0,0,0
Parks and Recreation Services,Cure Hate,DYCD,639,Cure Hate,,"“Cure Hate” — a Parks and Recreation Services discretionary initiative administered by DYCD. FY2025 adopted: $125,000.",0,0,0,0,0,0,0,0,0,0,0,0,106250,0,125000,0,0,0,125000,0,125000,0,0,0,0,0
Parks and Recreation Services,DFTA Core Services Enhancement,DFTA,640,DFTA Core Services Enhancement,,"“DFTA Core Services Enhancement” — a Parks and Recreation Services discretionary initiative administered by DFTA. FY2017 adopted: $660,000.",0,0,0,0,660000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Parks and Recreation Services,"DOE, DOP, H+H, MOCJ Crisis Management System",Unspecified agency,641,"DOE, DOP, H+H, MOCJ Crisis Management System",,"“DOE, DOP, H+H, MOCJ Crisis Management System” — a Parks and Recreation Services discretionary initiative administered by Unspecified agency. FY2022 adopted: $3,925,600.",0,0,0,0,0,0,0,0,0,0,0,0,2925600,0,3925600,0,0,0,0,0,0,0,0,0,0,0
Parks and Recreation Services,District Attorneys OTPS Enhancement,Multiple agencies,642,District Attorneys OTPS Enhancement,,"“District Attorneys OTPS Enhancement” — a Parks and Recreation Services discretionary initiative administered by Multiple agencies. FY2019 adopted: $2,563,000.",0,0,0,0,0,0,0,0,2563000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Parks and Recreation Services,Elder Abuse Enhancement,DFTA,643,Elder Abuse Enhancement,,"“Elder Abuse Enhancement” — a Parks and Recreation Services discretionary initiative administered by DFTA. FY2018 adopted: $335,000.",0,0,0,0,335000,0,335000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Parks and Recreation Services,Elie Wiesel Holocaust Survivors,DFTA,644,Elie Wiesel Holocaust Survivors,,"“Elie Wiesel Holocaust Survivors” — a Parks and Recreation Services discretionary initiative administered by DFTA. FY2018 adopted: $3,000,000.",0,0,0,0,0,0,3000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Parks and Recreation Services,Hate Crimes Prevention,Multiple agencies,645,Hate Crimes Prevention,,"“Hate Crimes Prevention” — a Parks and Recreation Services discretionary initiative administered by Multiple agencies. FY2025 adopted: $1,225,000.",0,0,0,0,0,0,0,0,0,0,1000000,0,0,0,1000000,0,0,0,1225000,0,1225000,0,0,0,0,0
Parks and Recreation Services,Healthy Aging Initiative,DFTA,646,Healthy Aging Initiative,,"“Healthy Aging Initiative” — a Parks and Recreation Services discretionary initiative administered by DFTA. FY2018 adopted: $1,810,000.",0,0,0,0,1810000,0,1810000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Parks and Recreation Services,Holocaust Survivors Initiative,DFTA,647,Holocaust Survivors Initiative,,"“Holocaust Survivors Initiative” — a Parks and Recreation Services discretionary initiative administered by DFTA. FY2017 adopted: $2,500,000.",0,0,0,0,2500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Parks and Recreation Services,Information and Referral Services,DFTA,648,Information and Referral Services,,"“Information and Referral Services” — a Parks and Recreation Services discretionary initiative administered by DFTA. FY2018 adopted: $407,811.",0,0,0,0,407811,0,407811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Parks and Recreation Services,LGBT Senior Services in Every Borough,DFTA,649,LGBT Senior Services in Every Borough,,"“LGBT Senior Services in Every Borough” — a Parks and Recreation Services discretionary initiative administered by DFTA. FY2018 adopted: $1,500,000.",0,0,0,0,0,0,1500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Parks and Recreation Services,LGBTQ Senior Services in Every Borough,DFTA,650,LGBTQ Senior Services in Every Borough,,"“LGBTQ Senior Services in Every Borough” — a Parks and Recreation Services discretionary initiative administered by DFTA. FY2017 adopted: $1,500,000.",0,0,0,0,1500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Parks and Recreation Services,Naturally Occurring Retirement Communities (NORCs),DFTA,651,Naturally Occurring Retirement Communities (NORCs),,"“Naturally Occurring Retirement Communities (NORCs)” — a Parks and Recreation Services discretionary initiative administered by DFTA. FY2018 adopted: $3,850,000.",0,0,0,0,3850000,0,3850000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Parks and Recreation Services,Parks Equity Initiative,Multiple agencies,652,Parks Equity Initiative,,"“Parks Equity Initiative” — a Parks and Recreation Services discretionary initiative administered by Multiple agencies. FY2027 adopted: $5,368,500.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5113500,0,0,0,0,0,5368500,0,5368500,5108500
Parks and Recreation Services,Senior Centers for Immigrant Populations,DFTA,653,Senior Centers for Immigrant Populations,,"“Senior Centers for Immigrant Populations” — a Parks and Recreation Services discretionary initiative administered by DFTA. FY2018 adopted: $1,500,000.",0,0,0,0,1500000,0,1500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Parks and Recreation Services,"Senior Centers, Programs, and Services Enhancement",DFTA,654,"Senior Centers, Programs, and Services Enhancement",,"“Senior Centers, Programs, and Services Enhancement” — a Parks and Recreation Services discretionary initiative administered by DFTA. FY2018 adopted: $3,000,000.",0,0,0,0,3578000,0,3000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Parks and Recreation Services,Social Adult Day Care Enhancement,DFTA,655,Social Adult Day Care Enhancement,,"“Social Adult Day Care Enhancement” — a Parks and Recreation Services discretionary initiative administered by DFTA. FY2018 adopted: $1,055,556.",0,0,0,0,950000,0,1055556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Parks and Recreation Services,Support Our Seniors,DFTA,656,Support Our Seniors,,"“Support Our Seniors” — a Parks and Recreation Services discretionary initiative administered by DFTA. FY2018 adopted: $3,060,000.",0,0,0,0,2040000,0,3060000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Parks and Recreation Services,Swim Safety,DPR,657,Swim Safety,,"“Swim Safety” — a Parks and Recreation Services discretionary initiative administered by DPR. FY2027 adopted: $750,000.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,750000,0
Public Safety,Access to Critical Services for Seniors,DFTA,658,Access to Critical Services for Seniors,,"“Access to Critical Services for Seniors” — a Public Safety discretionary initiative administered by DFTA. FY2022 adopted: $1,180,000.",0,0,0,0,0,0,0,0,1180000,0,1180000,0,800000,800000,1180000,0,0,0,0,0,0,0,0,0,0,0
Public Safety,Art a Catalyst for Change,DCLA,659,Art a Catalyst for Change,,"“Art a Catalyst for Change” — a Public Safety discretionary initiative administered by DCLA. FY2023 adopted: $720,000.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,720000,0,0,0,0,0,0,0,0,0
Public Safety,Borough Presidents' Discretionary Funding Restoration,DFTA,660,Borough Presidents' Discretionary Funding Restoration,,"“Borough Presidents' Discretionary Funding Restoration” — a Public Safety discretionary initiative administered by DFTA. FY2022 adopted: $1,129,774.",0,0,0,0,0,0,0,0,1129774,0,1129774,0,0,0,1129774,0,0,0,0,0,0,0,0,0,0,0
Public Safety,Case Management,DFTA,661,Case Management,,"“Case Management” — a Public Safety discretionary initiative administered by DFTA. FY2022 adopted: $2,000,000.",0,0,0,0,0,0,0,0,1000000,0,1000000,0,1000000,1000000,2000000,0,0,0,0,0,0,0,0,0,0,0
Public Safety,Chamber on the Go and Small Business Assistance,SBS,662,Chamber on the Go and Small Business Assistance,,"“Chamber on the Go and Small Business Assistance” — a Public Safety discretionary initiative administered by SBS. FY2025 adopted: $2,252,267.",0,0,0,0,0,0,1888855,0,0,0,0,0,0,0,0,0,0,0,2252267,0,2252267,2252267,0,0,0,0
Public Safety,Community Development Financial Institutions,SBS,663,Community Development Financial Institutions,,"“Community Development Financial Institutions” — a Public Safety discretionary initiative administered by SBS. FY2025 adopted: $1,000,000.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000000,0,0,0,0,0
Public Safety,Construction Site Safety Training,SBS,664,Construction Site Safety Training,,"“Construction Site Safety Training” — a Public Safety discretionary initiative administered by SBS. FY2025 adopted: $1,100,000.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1100000,0,1100000,0,0,0,0,0
Public Safety,Create New Technology Incubators,CUNY,665,Create New Technology Incubators,,"“Create New Technology Incubators” — a Public Safety discretionary initiative administered by CUNY. FY2025 adopted: $1,400,000.",0,0,0,0,1400000,0,1400000,0,0,0,0,0,0,0,0,0,0,0,1400000,0,1400000,0,0,0,0,0
Public Safety,Cure Hate,MOCJ,666,Cure Hate,,"“Cure Hate” — a Public Safety discretionary initiative administered by MOCJ. FY2023 adopted: $125,000.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125000,0,0,0,0,0,0,0,0,0
Public Safety,"DOE, DOP, H+H, MOCJ Crisis Management System",Unspecified agency,667,"DOE, DOP, H+H, MOCJ Crisis Management System",,"“DOE, DOP, H+H, MOCJ Crisis Management System” — a Public Safety discretionary initiative administered by Unspecified agency. FY2023 adopted: $3,925,600.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3925600,0,0,0,0,0,0,0,0,0
Public Safety,Day Laborer Workforce Initiative,SBS,668,Day Laborer Workforce Initiative,,"“Day Laborer Workforce Initiative” — a Public Safety discretionary initiative administered by SBS. FY2025 adopted: $3,970,000.",0,0,0,0,570000,0,1470000,0,0,0,0,0,0,0,0,0,0,0,3970000,0,3970000,0,0,0,0,0
Public Safety,Domestic Worker and Employer Empowerment,SBS,669,Domestic Worker and Employer Empowerment,,"“Domestic Worker and Employer Empowerment” — a Public Safety discretionary initiative administered by SBS. FY2025 adopted: $300,000.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300000,0,300000,0,0,0,0,0
Public Safety,Elder Abuse Enhancement,DFTA,670,Elder Abuse Enhancement,,"“Elder Abuse Enhancement” — a Public Safety discretionary initiative administered by DFTA. FY2019 adopted: $335,000.",0,0,0,0,0,0,0,0,335000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Public Safety,Elder Abuse Prevention Programs,DFTA,671,Elder Abuse Prevention Programs,,"“Elder Abuse Prevention Programs” — a Public Safety discretionary initiative administered by DFTA. FY2022 adopted: $335,000.",0,0,0,0,0,0,0,0,0,0,335000,0,335000,0,335000,0,0,0,0,0,0,0,0,0,0,0
Public Safety,Elie Wiesel Holocaust Survivors,DFTA,672,Elie Wiesel Holocaust Survivors,,"“Elie Wiesel Holocaust Survivors” — a Public Safety discretionary initiative administered by DFTA. FY2022 adopted: $4,250,000.",0,0,0,0,0,0,0,0,3500000,0,4000000,0,4000000,0,4250000,0,0,0,0,0,0,0,0,0,0,0
Public Safety,Five Borough Chamber Alliance,SBS,673,Five Borough Chamber Alliance,,"“Five Borough Chamber Alliance” — a Public Safety discretionary initiative administered by SBS. FY2025 adopted: $500,000.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500000,0,500000,0,0,0,0,0
Public Safety,Green Jobs Corps Program,DYCD,674,Green Jobs Corps Program,,"“Green Jobs Corps Program” — a Public Safety discretionary initiative administered by DYCD. FY2025 adopted: $120,000.",0,0,0,0,120000,0,120000,0,0,0,0,0,0,0,0,0,0,0,120000,0,120000,0,0,0,0,0
Public Safety,Hate Crime Prevention Initiative,Multiple agencies,675,Hate Crime Prevention Initiative,,"“Hate Crime Prevention Initiative” — a Public Safety discretionary initiative administered by Multiple agencies. FY2026 adopted: $1,225,000.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1225000,0,0,0
Public Safety,Hate Crimes Prevention,Multiple agencies,676,Hate Crimes Prevention,,"“Hate Crimes Prevention” — a Public Safety discretionary initiative administered by Multiple agencies. FY2027 adopted: $1,225,000.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000000,250000,0,0,0,0,0,0,1225000,1225000
Public Safety,Healthy Aging Initiative,DFTA,677,Healthy Aging Initiative,,"“Healthy Aging Initiative” — a Public Safety discretionary initiative administered by DFTA. FY2020 adopted: $2,040,000.",0,0,0,0,0,0,0,0,2040000,0,2040000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Public Safety,Information and Referral Services,DFTA,678,Information and Referral Services,,"“Information and Referral Services” — a Public Safety discretionary initiative administered by DFTA. FY2022 adopted: $407,811.",0,0,0,0,0,0,0,0,407811,0,407811,0,407811,0,407811,0,0,0,0,0,0,0,0,0,0,0
Public Safety,Job Training and Placement Initiative,SBS/DYCD,679,Job Training and Placement Initiative,,"“Job Training and Placement Initiative” — a Public Safety discretionary initiative administered by SBS/DYCD. FY2025 adopted: $8,450,000.",0,0,0,0,8106000,0,7906000,0,0,0,0,0,0,0,0,0,0,0,8450000,0,8450000,0,0,0,0,0
Public Safety,Juvenile Robbery Intervention Program,NYPD,680,Juvenile Robbery Intervention Program,,"“Juvenile Robbery Intervention Program” — a Public Safety discretionary initiative administered by NYPD. FY2015 adopted: $1,000,000.",1000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Public Safety,LGBT Senior Services in Every Borough,DFTA,681,LGBT Senior Services in Every Borough,,"“LGBT Senior Services in Every Borough” — a Public Safety discretionary initiative administered by DFTA. FY2021 adopted: $1,400,000.",0,0,0,0,0,0,0,0,1500000,0,1500000,0,1400000,0,0,0,0,0,0,0,0,0,0,0,0,0
Public Safety,LGBTQ Senior Services in Every Borough,DFTA,682,LGBTQ Senior Services in Every Borough,,"“LGBTQ Senior Services in Every Borough” — a Public Safety discretionary initiative administered by DFTA. FY2022 adopted: $1,500,000.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1500000,0,0,0,0,0,0,0,0,0,0,0
Public Safety,MWBE Leadership Associations,SBS,683,MWBE Leadership Associations,,"“MWBE Leadership Associations” — a Public Safety discretionary initiative administered by SBS. FY2025 adopted: $600,000.",0,0,0,0,600000,0,600000,0,0,0,0,0,0,0,0,0,0,0,600000,0,600000,0,0,0,0,0
Public Safety,Made in NYC,SBS,684,Made in NYC,,"“Made in NYC” — a Public Safety discretionary initiative administered by SBS. FY2025 adopted: $850,000.",0,0,0,0,750000,0,750000,0,0,0,0,0,0,0,0,0,0,0,850000,0,850000,0,0,0,0,0
Public Safety,Naturally Occurring Retirement Communities (NORCs),DFTA,685,Naturally Occurring Retirement Communities (NORCs),,"“Naturally Occurring Retirement Communities (NORCs)” — a Public Safety discretionary initiative administered by DFTA. FY2022 adopted: $6,400,325.",0,0,0,0,0,0,0,0,3654995,0,5325325,0,5400325,0,6400325,0,0,0,0,0,0,0,0,0,0,0
Public Safety,Neighborhood Development Grant Initiative,Multiple agencies,686,Neighborhood Development Grant Initiative,,"“Neighborhood Development Grant Initiative” — a Public Safety discretionary initiative administered by Multiple agencies. FY2025 adopted: $2,550,000.",0,0,0,0,1275000,0,1275000,0,0,0,0,0,0,0,0,0,0,0,2550000,0,2550000,0,0,0,0,0
Public Safety,Police Civilianization,NYPD,687,Police Civilianization,,"“Police Civilianization” — a Public Safety discretionary initiative administered by NYPD. FY2015 adopted: $6,200,000.",6200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Public Safety,Pride at Work,SBS,688,Pride at Work,,"“Pride at Work” — a Public Safety discretionary initiative administered by SBS. FY2025 adopted: $501,000.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,501000,0,501000,0,0,0,0,0
Public Safety,Senior Centers for Immigrant Populations,DFTA,689,Senior Centers for Immigrant Populations,,"“Senior Centers for Immigrant Populations” — a Public Safety discretionary initiative administered by DFTA. FY2022 adopted: $1,500,000.",0,0,0,0,0,0,0,0,2000000,0,1500000,0,1500000,0,1500000,0,0,0,0,0,0,0,0,0,0,0
Public Safety,"Senior Centers, Programs, and Enhancements",DFTA,690,"Senior Centers, Programs, and Enhancements",,"“Senior Centers, Programs, and Enhancements” — a Public Safety discretionary initiative administered by DFTA. FY2022 adopted: $4,376,670.",0,0,0,0,0,0,0,0,2104000,0,0,0,3376670,0,4376670,0,0,0,0,0,0,0,0,0,0,0
Public Safety,"Senior Centers, Programs, and Enhancements $3,383,670",DFTA,691,"Senior Centers, Programs, and Enhancements $3,383,670",,"“Senior Centers, Programs, and Enhancements $3,383,670” — a Public Safety discretionary initiative administered by DFTA. FY2020 adopted: $3,383,670.",0,0,0,0,0,0,0,0,0,0,3383670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Public Safety,Small Business Outreach and Assistance Program,SBS,692,Small Business Outreach and Assistance Program,,"“Small Business Outreach and Assistance Program” — a Public Safety discretionary initiative administered by SBS. FY2017 adopted: $1,288,855.",0,0,0,0,1288855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Public Safety,Social Adult Day Care,DFTA,693,Social Adult Day Care,,"“Social Adult Day Care” — a Public Safety discretionary initiative administered by DFTA. FY2022 adopted: $1,505,556.",0,0,0,0,0,0,0,0,0,0,1505556,0,1505556,0,1505556,0,0,0,0,0,0,0,0,0,0,0
Public Safety,Social Adult Day Care Enhancement,DFTA,694,Social Adult Day Care Enhancement,,"“Social Adult Day Care Enhancement” — a Public Safety discretionary initiative administered by DFTA. FY2019 adopted: $1,055,556.",0,0,0,0,0,0,0,0,1055556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Public Safety,Support Our Seniors,DFTA,695,Support Our Seniors,,"“Support Our Seniors” — a Public Safety discretionary initiative administered by DFTA. FY2022 adopted: $7,140,000.",0,0,0,0,0,0,0,0,4080000,0,5100000,0,5100000,0,7140000,0,0,0,0,0,0,0,0,0,0,0
Public Safety,Support for Immigrant and Women Workers,SBS,696,Support for Immigrant and Women Workers,,"“Support for Immigrant and Women Workers” — a Public Safety discretionary initiative administered by SBS. FY2025 adopted: $600,000.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,600000,0,600000,0,0,0,0,0
Public Safety,Violence Prevention and Intervention for Youth and Young Adults,Multiple agencies,697,Violence Prevention and Intervention for Youth and Young Adults,,"“Violence Prevention and Intervention for Youth and Young Adults” — a Public Safety discretionary initiative administered by Multiple agencies. FY2027 adopted: $4,560,600.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4490600,0,4560600,4422600
Public Safety,Worker Cooperative Business Development Initiative,SBS/CUNY,698,Worker Cooperative Business Development Initiative,,"“Worker Cooperative Business Development Initiative” — a Public Safety discretionary initiative administered by SBS/CUNY. FY2025 adopted: $3,768,208.",0,0,0,0,2248000,0,3048000,0,0,0,0,0,0,0,0,0,0,0,3768208,0,3768208,0,0,0,0,0
Public Safety,hackNY,SBS,699,hackNY,,"“hackNY” — a Public Safety discretionary initiative administered by SBS. FY2018 adopted: $100,000.",0,0,0,0,100000,0,100000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Small Business Services and Workforce Development,BID Containerization,DSNY,700,BID Containerization,,"“BID Containerization” — a Small Business Services and Workforce Development discretionary initiative administered by DSNY. FY2027 adopted: $1,987,721.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5000000,0,1987721,1702768
Small Business Services and Workforce Development,Bridge Program for Workforce Development,HRA,701,Bridge Program for Workforce Development,,"“Bridge Program for Workforce Development” — a Small Business Services and Workforce Development discretionary initiative administered by HRA. FY2023 adopted: $1,000,000.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000000,1000000,0,0,0,0,0,0,0,0
Small Business Services and Workforce Development,Chamber on the Go (Small Business Mobile Outreach Unit),SBS,702,Chamber on the Go (Small Business Mobile Outreach Unit),,"“Chamber on the Go (Small Business Mobile Outreach Unit)” — a Small Business Services and Workforce Development discretionary initiative administered by SBS. FY2015 adopted: $250,000.",250000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Small Business Services and Workforce Development,Chamber on the Go and Small Business Assistance,SBS,703,Chamber on the Go and Small Business Assistance,,"“Chamber on the Go and Small Business Assistance” — a Small Business Services and Workforce Development discretionary initiative administered by SBS. FY2027 adopted: $2,140,972.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2388855,0,0,0,0,0,2252267,0,2140972,1850721
Small Business Services and Workforce Development,Community Development Financial Institutions,SBS,704,Community Development Financial Institutions,,"“Community Development Financial Institutions” — a Small Business Services and Workforce Development discretionary initiative administered by SBS. FY2027 adopted: $1,000,000.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000000,1000000,1000000,1000000
Small Business Services and Workforce Development,Consortium for Worker Education,SBS,705,Consortium for Worker Education,,"“Consortium for Worker Education” — a Small Business Services and Workforce Development discretionary initiative administered by SBS. FY2015 adopted: $1,750,000.",1750000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Small Business Services and Workforce Development,Construction Site Safety Training,SBS,706,Construction Site Safety Training,,"“Construction Site Safety Training” — a Small Business Services and Workforce Development discretionary initiative administered by SBS. FY2027 adopted: $1,375,000.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1100000,0,0,0,0,0,1100000,1100000,1375000,1375000
Small Business Services and Workforce Development,Create New Technology Incubators,CUNY,707,Create New Technology Incubators,,"“Create New Technology Incubators” — a Small Business Services and Workforce Development discretionary initiative administered by CUNY. FY2027 adopted: $1,400,000.",1000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1400000,0,0,0,0,0,1400000,1400000,1400000,1400000
Small Business Services and Workforce Development,Day Laborer Workforce Initiative,SBS,708,Day Laborer Workforce Initiative,,"“Day Laborer Workforce Initiative” — a Small Business Services and Workforce Development discretionary initiative administered by SBS. FY2027 adopted: $4,070,000.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3970000,0,0,0,0,0,3970000,3970000,4070000,4070000
Small Business Services and Workforce Development,Domestic Worker and Employer Empowerment,SBS,709,Domestic Worker and Employer Empowerment,,"“Domestic Worker and Employer Empowerment” — a Small Business Services and Workforce Development discretionary initiative administered by SBS. FY2027 adopted: $300,000.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300000,300000,300000,300000
Small Business Services and Workforce Development,Five Borough Chamber Alliance,SBS,710,Five Borough Chamber Alliance,,"“Five Borough Chamber Alliance” — a Small Business Services and Workforce Development discretionary initiative administered by SBS. FY2027 adopted: $500,000.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500000,500000,0,0,0,0,500000,500000,500000,500000
Small Business Services and Workforce Development,Food Retail and Workforce Training and Placement Program,SBS,711,Food Retail and Workforce Training and Placement Program,,"“Food Retail and Workforce Training and Placement Program” — a Small Business Services and Workforce Development discretionary initiative administered by SBS. FY2015 adopted: $60,000.",60000,60000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Small Business Services and Workforce Development,Green Jobs Corps Program,DYCD,712,Green Jobs Corps Program,,"“Green Jobs Corps Program” — a Small Business Services and Workforce Development discretionary initiative administered by DYCD. FY2027 adopted: $120,000.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120000,120000,0,0,0,0,120000,120000,120000,120000
Small Business Services and Workforce Development,High Tech Connect,SBS,713,High Tech Connect,,"“High Tech Connect” — a Small Business Services and Workforce Development discretionary initiative administered by SBS. FY2015 adopted: $260,000.",260000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Small Business Services and Workforce Development,Homeless Prevention Services for Veterans,HRA,714,Homeless Prevention Services for Veterans,,"“Homeless Prevention Services for Veterans” — a Small Business Services and Workforce Development discretionary initiative administered by HRA. FY2018 adopted: $150,000.",0,0,0,0,300000,0,150000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Small Business Services and Workforce Development,Industrial Business Solutions Providers (IBSP),SBS,715,Industrial Business Solutions Providers (IBSP),,"“Industrial Business Solutions Providers (IBSP)” — a Small Business Services and Workforce Development discretionary initiative administered by SBS. FY2015 adopted: $830,000.",830000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Small Business Services and Workforce Development,Job Placement for Veterans,SBS,716,Job Placement for Veterans,,"“Job Placement for Veterans” — a Small Business Services and Workforce Development discretionary initiative administered by SBS. FY2018 adopted: $150,000.",0,0,0,0,150000,0,150000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Small Business Services and Workforce Development,Job Training and Placement Initiative,Multiple agencies,717,Job Training and Placement Initiative,,"“Job Training and Placement Initiative” — a Small Business Services and Workforce Development discretionary initiative administered by Multiple agencies. FY2027 adopted: $8,450,000.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8250000,8040000,0,0,0,0,8450000,8450000,8450000,8450000
Small Business Services and Workforce Development,Jobs to Build On,SBS,718,Jobs to Build On,,"“Jobs to Build On” — a Small Business Services and Workforce Development discretionary initiative administered by SBS. FY2015 adopted: $5,100,000.",5100000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Small Business Services and Workforce Development,Legal Services for Veterans,HRA,719,Legal Services for Veterans,,"“Legal Services for Veterans” — a Small Business Services and Workforce Development discretionary initiative administered by HRA. FY2018 adopted: $300,000.",0,0,0,0,350000,0,300000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Small Business Services and Workforce Development,MWBE Accelerator,SBS,720,MWBE Accelerator,,"“MWBE Accelerator” — a Small Business Services and Workforce Development discretionary initiative administered by SBS. FY2027 adopted: $1,000,000.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000000,0,1000000,1000000
Small Business Services and Workforce Development,MWBE Leadership Associations,SBS,721,MWBE Leadership Associations,,"“MWBE Leadership Associations” — a Small Business Services and Workforce Development discretionary initiative administered by SBS. FY2027 adopted: $700,000.",600000,600000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,600000,600000,0,0,0,0,600000,600000,700000,553155
Small Business Services and Workforce Development,Made in NYC,SBS,722,Made in NYC,,"“Made in NYC” — a Small Business Services and Workforce Development discretionary initiative administered by SBS. FY2027 adopted: $850,000.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,850000,850000,0,0,0,0,850000,0,850000,850000
Small Business Services and Workforce Development,Mental Health Services for Veterans,DOHMH,723,Mental Health Services for Veterans,,"“Mental Health Services for Veterans” — a Small Business Services and Workforce Development discretionary initiative administered by DOHMH. FY2018 adopted: $225,000.",0,0,0,0,190000,0,225000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
