Fund,Department,Control Officer,Department ID,Short Title,Link to Website,Department Description,Adopted 2015,Itemized 2015,Adopted 2016,Itemized 2016,Adopted 2017,Itemized 2017,Adopted 2018,Itemized 2018,Adopted 2019,Itemized 2019,Adopted 2020,Itemized 2020,Adopted 2021,Itemized 2021,Adopted 2022,Itemized 2022,Adopted 2023,Itemized 2023,Adopted 2024,Itemized 2024,Adopted 2025,Itemized 2025,Adopted 2026,Itemized 2026,Adopted 2027,Itemized 2027
SMALL BUSINESS SERVICES AND WORKFORCE DEVELOPMENT,Neighborhood Development Grant Initiative,Multiple agencies,1054,Neighborhood Development Grant Initiative,,"“Neighborhood Development Grant Initiative” — a SMALL BUSINESS SERVICES AND WORKFORCE DEVELOPMENT discretionary initiative administered by Multiple agencies. FY2026 adopted: $2,550,000.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2040000,0,0,0,0,0,2550000,2360000,0,0
SMALL BUSINESS SERVICES AND WORKFORCE DEVELOPMENT,New Skills/New Jobs,SBS,1055,New Skills/New Jobs,,"“New Skills/New Jobs” — a SMALL BUSINESS SERVICES AND WORKFORCE DEVELOPMENT discretionary initiative administered by SBS. FY2015 adopted: $598,000.",598000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SMALL BUSINESS SERVICES AND WORKFORCE DEVELOPMENT,Pride at Work,SBS,1056,Pride at Work,,"“Pride at Work” — a SMALL BUSINESS SERVICES AND WORKFORCE DEVELOPMENT discretionary initiative administered by SBS. FY2026 adopted: $501,000.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,501000,390000,0,0
SMALL BUSINESS SERVICES AND WORKFORCE DEVELOPMENT,SCO Family of Services/Center for Family Life Worker Cooperatives,SBS,1057,SCO Family of Services/Center for Family Life Worker Cooperatives,,"“SCO Family of Services/Center for Family Life Worker Cooperatives” — a SMALL BUSINESS SERVICES AND WORKFORCE DEVELOPMENT discretionary initiative administered by SBS. FY2015 adopted: $148,000.",148000,148000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SMALL BUSINESS SERVICES AND WORKFORCE DEVELOPMENT,Small Business/Job Development / Financial Literacy,SBS,1058,Small Business/Job Development / Financial Literacy,,"“Small Business/Job Development / Financial Literacy” — a SMALL BUSINESS SERVICES AND WORKFORCE DEVELOPMENT discretionary initiative administered by SBS. FY2015 adopted: $600,000.",600000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SMALL BUSINESS SERVICES AND WORKFORCE DEVELOPMENT,Support for Immigrant and Women Workers,SBS,1059,Support for Immigrant and Women Workers,,"“Support for Immigrant and Women Workers” — a SMALL BUSINESS SERVICES AND WORKFORCE DEVELOPMENT discretionary initiative administered by SBS. FY2026 adopted: $600,000.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,600000,600000,0,0
SMALL BUSINESS SERVICES AND WORKFORCE DEVELOPMENT,Veterans Community Development,DYCD,1060,Veterans Community Development,,"“Veterans Community Development” — a SMALL BUSINESS SERVICES AND WORKFORCE DEVELOPMENT discretionary initiative administered by DYCD. FY2017 adopted: $350,000.",0,0,0,0,350000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SMALL BUSINESS SERVICES AND WORKFORCE DEVELOPMENT,Worker Cooperative Business Development Initiative,Multiple agencies,1061,Worker Cooperative Business Development Initiative,,"“Worker Cooperative Business Development Initiative” — a SMALL BUSINESS SERVICES AND WORKFORCE DEVELOPMENT discretionary initiative administered by Multiple agencies. FY2026 adopted: $3,768,208.",1200000,1200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3768208,3255919,0,0,0,0,3768208,3255919,0,0
SMALL BUSINESS SERVICES AND WORKFORCE DEVELOPMENT,Workforce Development - Queens Tech Education,SBS,1062,Workforce Development - Queens Tech Education,,"“Workforce Development - Queens Tech Education” — a SMALL BUSINESS SERVICES AND WORKFORCE DEVELOPMENT discretionary initiative administered by SBS. FY2015 adopted: $65,000.",65000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SMALL BUSINESS SERVICES AND WORKFORCE DEVELOPMENT,hackNY,SBS,1063,hackNY,,"“hackNY” — a SMALL BUSINESS SERVICES AND WORKFORCE DEVELOPMENT discretionary initiative administered by SBS. FY2015 adopted: $100,000.",100000,100000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPEAKER’S INITIATIVE TO ADDRESS CITYWIDE NEEDS,Afterschool Enrichment Initiative,DYCD,1064,Afterschool Enrichment Initiative,,"“Afterschool Enrichment Initiative” — a SPEAKER’S INITIATIVE TO ADDRESS CITYWIDE NEEDS discretionary initiative administered by DYCD. FY2017 adopted: $5,425,000.",0,0,0,0,5425000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPEAKER’S INITIATIVE TO ADDRESS CITYWIDE NEEDS,Anti- Violence Youth Programs,DYCD,1065,Anti- Violence Youth Programs,,"“Anti- Violence Youth Programs” — a SPEAKER’S INITIATIVE TO ADDRESS CITYWIDE NEEDS discretionary initiative administered by DYCD. FY2017 adopted: $250,000.",0,0,0,0,250000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPEAKER’S INITIATIVE TO ADDRESS CITYWIDE NEEDS,Big Brothers Big Sisters of New York City,DYCD,1066,Big Brothers Big Sisters of New York City,,"“Big Brothers Big Sisters of New York City” — a SPEAKER’S INITIATIVE TO ADDRESS CITYWIDE NEEDS discretionary initiative administered by DYCD. FY2017 adopted: $1,200,000.",0,0,0,0,1200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPEAKER’S INITIATIVE TO ADDRESS CITYWIDE NEEDS,COMPASS,DYCD,1067,COMPASS,,"“COMPASS” — a SPEAKER’S INITIATIVE TO ADDRESS CITYWIDE NEEDS discretionary initiative administered by DYCD. FY2017 adopted: $8,000,000.",0,0,0,0,8000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPEAKER’S INITIATIVE TO ADDRESS CITYWIDE NEEDS,Civic Education in New York City Schools,DYCD,1068,Civic Education in New York City Schools,,"“Civic Education in New York City Schools” — a SPEAKER’S INITIATIVE TO ADDRESS CITYWIDE NEEDS discretionary initiative administered by DYCD. FY2017 adopted: $500,000.",0,0,0,0,500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPEAKER’S INITIATIVE TO ADDRESS CITYWIDE NEEDS,Homeless Prevention Services for Veterans,DSS/HRA,1069,Homeless Prevention Services for Veterans,,"“Homeless Prevention Services for Veterans” — a SPEAKER’S INITIATIVE TO ADDRESS CITYWIDE NEEDS discretionary initiative administered by DSS/HRA. FY2025 adopted: $340,000.",0,0,150000,0,0,0,0,0,300000,0,0,0,0,0,0,0,0,0,340000,340000,340000,340000,0,0,0,0
SPEAKER’S INITIATIVE TO ADDRESS CITYWIDE NEEDS,Job Placement for Veterans,SBS,1070,Job Placement for Veterans,,"“Job Placement for Veterans” — a SPEAKER’S INITIATIVE TO ADDRESS CITYWIDE NEEDS discretionary initiative administered by SBS. FY2025 adopted: $200,000.",0,0,150000,0,0,0,0,0,200000,0,0,0,0,0,0,0,0,0,200000,200000,200000,200000,0,0,0,0
SPEAKER’S INITIATIVE TO ADDRESS CITYWIDE NEEDS,Legal Services for Veterans,DSS/HRA,1071,Legal Services for Veterans,,"“Legal Services for Veterans” — a SPEAKER’S INITIATIVE TO ADDRESS CITYWIDE NEEDS discretionary initiative administered by DSS/HRA. FY2025 adopted: $600,000.",0,0,350000,0,0,0,0,0,450000,0,0,0,0,0,0,0,0,0,600000,0,600000,0,0,0,0,0
SPEAKER’S INITIATIVE TO ADDRESS CITYWIDE NEEDS,Mental Health Services for Veterans,DHMH,1072,Mental Health Services for Veterans,,"“Mental Health Services for Veterans” — a SPEAKER’S INITIATIVE TO ADDRESS CITYWIDE NEEDS discretionary initiative administered by DHMH. FY2025 adopted: $420,000.",0,0,190000,0,0,0,0,0,420000,0,0,0,0,0,0,0,0,0,420000,0,420000,0,0,0,0,0
SPEAKER’S INITIATIVE TO ADDRESS CITYWIDE NEEDS,Multiple Speaker’s Initiative to Address Citywide Needs,Unspecified agency,1073,Multiple Speaker’s Initiative to Address Citywide Needs,,"“Multiple Speaker’s Initiative to Address Citywide Needs” — a SPEAKER’S INITIATIVE TO ADDRESS CITYWIDE NEEDS discretionary initiative administered by Unspecified agency. FY2026 adopted: $96,080,500.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41612809,0,0,0,0,0,96080500,0,0,0
SPEAKER’S INITIATIVE TO ADDRESS CITYWIDE NEEDS,Sports Training and Rolemodels for Success Initiative,DYCD,1074,Sports Training and Rolemodels for Success Initiative,,"“Sports Training and Rolemodels for Success Initiative” — a SPEAKER’S INITIATIVE TO ADDRESS CITYWIDE NEEDS discretionary initiative administered by DYCD. FY2017 adopted: $1,200,000.",0,0,0,0,1200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPEAKER’S INITIATIVE TO ADDRESS CITYWIDE NEEDS,Student Voter Registration Day,DYCD,1075,Student Voter Registration Day,,"“Student Voter Registration Day” — a SPEAKER’S INITIATIVE TO ADDRESS CITYWIDE NEEDS discretionary initiative administered by DYCD. FY2017 adopted: $400,000.",0,0,0,0,400000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPEAKER’S INITIATIVE TO ADDRESS CITYWIDE NEEDS,Veteran Resource Centers,DVS,1076,Veteran Resource Centers,,"“Veteran Resource Centers” — a SPEAKER’S INITIATIVE TO ADDRESS CITYWIDE NEEDS discretionary initiative administered by DVS. FY2025 adopted: $540,000.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,540000,0,0,0,0,0
SPEAKER’S INITIATIVE TO ADDRESS CITYWIDE NEEDS,Veterans Community Development,Multiple agencies,1077,Veterans Community Development,,"“Veterans Community Development” — a SPEAKER’S INITIATIVE TO ADDRESS CITYWIDE NEEDS discretionary initiative administered by Multiple agencies. FY2025 adopted: $1,270,000.",0,0,100000,0,0,0,0,0,970000,0,0,0,0,0,0,0,0,0,1270000,0,1270000,0,0,0,0,0
SPEAKER’S INITIATIVE TO ADDRESS CITYWIDE NEEDS,"Year-Round Employment Program (Work, Learn, Grow)",DYCD,1078,"Year-Round Employment Program (Work, Learn, Grow)",,"“Year-Round Employment Program (Work, Learn, Grow)” — a SPEAKER’S INITIATIVE TO ADDRESS CITYWIDE NEEDS discretionary initiative administered by DYCD. FY2017 adopted: $11,000,000.",0,0,0,0,11000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPEAKER’S INITIATIVE TO ADDRESS CITYWIDE NEEDS,YouthBuild Project Initiative,DYCD,1079,YouthBuild Project Initiative,,"“YouthBuild Project Initiative” — a SPEAKER’S INITIATIVE TO ADDRESS CITYWIDE NEEDS discretionary initiative administered by DYCD. FY2017 adopted: $2,100,000.",0,0,0,0,2100000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Senior Services,Bridge Program for Workforce Development,HRA,1080,Bridge Program for Workforce Development,,"“Bridge Program for Workforce Development” — a Senior Services discretionary initiative administered by HRA. FY2021 adopted: $850,000.",0,0,0,0,0,0,0,0,0,0,0,0,850000,0,0,0,0,0,0,0,0,0,0,0,0,0
Senior Services,Chamber on the Go and Small Business Assistance,SBS,1081,Chamber on the Go and Small Business Assistance,,"“Chamber on the Go and Small Business Assistance” — a Senior Services discretionary initiative administered by SBS. FY2021 adopted: $1,605,527.",0,0,0,0,0,0,0,0,0,0,1888855,0,1605527,1314827,0,0,0,0,0,0,0,0,0,0,0,0
Senior Services,Construction Site Safety Training,SBS,1082,Construction Site Safety Training,,"“Construction Site Safety Training” — a Senior Services discretionary initiative administered by SBS. FY2021 adopted: $1,045,000.",0,0,0,0,0,0,0,0,0,0,1100000,0,1045000,0,0,0,0,0,0,0,0,0,0,0,0,0
Senior Services,Create New Technology Incubators,CUNY,1083,Create New Technology Incubators,,"“Create New Technology Incubators” — a Senior Services discretionary initiative administered by CUNY. FY2021 adopted: $1,190,000.",0,0,0,0,0,0,0,0,0,0,1400000,0,1190000,0,0,0,0,0,0,0,0,0,0,0,0,0
Senior Services,Day Laborer Workforce Initiative,SBS,1084,Day Laborer Workforce Initiative,,"“Day Laborer Workforce Initiative” — a Senior Services discretionary initiative administered by SBS. FY2021 adopted: $2,821,500.",0,0,0,0,0,0,0,0,0,0,2970000,0,2821500,0,0,0,0,0,0,0,0,0,0,0,0,0
Senior Services,Green Jobs Corps Program,DYCD,1085,Green Jobs Corps Program,,"“Green Jobs Corps Program” — a Senior Services discretionary initiative administered by DYCD. FY2021 adopted: $102,000.",0,0,0,0,0,0,0,0,0,0,120000,0,102000,0,0,0,0,0,0,0,0,0,0,0,0,0
Senior Services,Job Training and Placement Initiative,SBS/DYCD,1086,Job Training and Placement Initiative,,"“Job Training and Placement Initiative” — a Senior Services discretionary initiative administered by SBS/DYCD. FY2021 adopted: $5,714,320.",0,0,0,0,0,0,0,0,0,0,7899200,0,5714320,0,0,0,0,0,0,0,0,0,0,0,0,0
Senior Services,MWBE Leadership Associations,SBS,1087,MWBE Leadership Associations,,"“MWBE Leadership Associations” — a Senior Services discretionary initiative administered by SBS. FY2021 adopted: $510,000.",0,0,0,0,0,0,0,0,0,0,600000,0,510000,0,0,0,0,0,0,0,0,0,0,0,0,0
Senior Services,Made in NYC,SBS,1088,Made in NYC,,"“Made in NYC” — a Senior Services discretionary initiative administered by SBS. FY2021 adopted: $722,500.",0,0,0,0,0,0,0,0,0,0,850000,0,722500,0,0,0,0,0,0,0,0,0,0,0,0,0
Senior Services,Multiple Speaker’s Initiative to Address Citywide Needs,Unspecified agency,1089,Multiple Speaker’s Initiative to Address Citywide Needs,,"“Multiple Speaker’s Initiative to Address Citywide Needs” — a Senior Services discretionary initiative administered by Unspecified agency. FY2018 adopted: $6,928,000.",0,0,0,0,0,0,6928000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Senior Services,Neighborhood Development Grant Initiative,SBS,1090,Neighborhood Development Grant Initiative,,"“Neighborhood Development Grant Initiative” — a Senior Services discretionary initiative administered by SBS. FY2021 adopted: $1,020,000.",0,0,0,0,0,0,0,0,0,0,2040000,0,1020000,0,0,0,0,0,0,0,0,0,0,0,0,0
Senior Services,Worker Cooperative Business Development Initiative,SBS/CUNY,1091,Worker Cooperative Business Development Initiative,,"“Worker Cooperative Business Development Initiative” — a Senior Services discretionary initiative administered by SBS/CUNY. FY2021 adopted: $3,067,650.",0,0,0,0,0,0,0,0,0,0,3609000,0,3067650,0,0,0,0,0,0,0,0,0,0,0,0,0
Senior Services Initiatives,Bridge Program for Workforce Development,HRA,1092,Bridge Program for Workforce Development,,"“Bridge Program for Workforce Development” — a Senior Services Initiatives discretionary initiative administered by HRA. FY2022 adopted: $1,000,000.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000000,0,0,0,0,0,0,0,0,0,0,0
Senior Services Initiatives,Chamber on the Go and Small Business Assistance,SBS,1093,Chamber on the Go and Small Business Assistance,,"“Chamber on the Go and Small Business Assistance” — a Senior Services Initiatives discretionary initiative administered by SBS. FY2022 adopted: $2,388,855.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2388855,0,0,0,0,0,0,0,0,0,0,0
Senior Services Initiatives,Construction Site Safety Training,SBS,1094,Construction Site Safety Training,,"“Construction Site Safety Training” — a Senior Services Initiatives discretionary initiative administered by SBS. FY2022 adopted: $1,100,000.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1100000,0,0,0,0,0,0,0,0,0,0,0
Senior Services Initiatives,Create New Technology Incubators,CUNY,1095,Create New Technology Incubators,,"“Create New Technology Incubators” — a Senior Services Initiatives discretionary initiative administered by CUNY. FY2022 adopted: $1,400,000.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1400000,0,0,0,0,0,0,0,0,0,0,0
Senior Services Initiatives,Day Laborer Workforce Initiative,SBS,1096,Day Laborer Workforce Initiative,,"“Day Laborer Workforce Initiative” — a Senior Services Initiatives discretionary initiative administered by SBS. FY2022 adopted: $3,970,000.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,3970000,0,0,0,0,0,0,0,0,0,0,0
Senior Services Initiatives,Five Borough Chamber Alliance,SBS,1097,Five Borough Chamber Alliance,,"“Five Borough Chamber Alliance” — a Senior Services Initiatives discretionary initiative administered by SBS. FY2022 adopted: $500,000.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,500000,0,0,0,0,0,0,0,0,0,0,0
Senior Services Initiatives,Green Jobs Corps Program,DYCD,1098,Green Jobs Corps Program,,"“Green Jobs Corps Program” — a Senior Services Initiatives discretionary initiative administered by DYCD. FY2022 adopted: $120,000.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,120000,0,0,0,0,0,0,0,0,0,0,0
Senior Services Initiatives,Job Training and Placement Initiative,SBS/DYCD,1099,Job Training and Placement Initiative,,"“Job Training and Placement Initiative” — a Senior Services Initiatives discretionary initiative administered by SBS/DYCD. FY2022 adopted: $8,000,000.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,8000000,0,0,0,0,0,0,0,0,0,0,0
Senior Services Initiatives,MWBE Leadership Associations,SBS,1100,MWBE Leadership Associations,,"“MWBE Leadership Associations” — a Senior Services Initiatives discretionary initiative administered by SBS. FY2022 adopted: $600,000.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,600000,0,0,0,0,0,0,0,0,0,0,0
Senior Services Initiatives,Made in NYC,SBS,1101,Made in NYC,,"“Made in NYC” — a Senior Services Initiatives discretionary initiative administered by SBS. FY2022 adopted: $850,000.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,850000,0,0,0,0,0,0,0,0,0,0,0
Senior Services Initiatives,Neighborhood Development Grant Initiative,SBS,1102,Neighborhood Development Grant Initiative,,"“Neighborhood Development Grant Initiative” — a Senior Services Initiatives discretionary initiative administered by SBS. FY2022 adopted: $2,040,000.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2040000,0,0,0,0,0,0,0,0,0,0,0
Senior Services Initiatives,Worker Cooperative Business Development Initiative,SBS/CUNY,1103,Worker Cooperative Business Development Initiative,,"“Worker Cooperative Business Development Initiative” — a Senior Services Initiatives discretionary initiative administered by SBS/CUNY. FY2022 adopted: $3,818,208.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,3818208,0,0,0,0,0,0,0,0,0,0,0
Small Business Services and Workforce Development,BID Containerization,DSNY,1104,BID Containerization,,"“BID Containerization” — a Small Business Services and Workforce Development discretionary initiative administered by DSNY. FY2027 adopted: $1,987,721.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1987721,1702768
Small Business Services and Workforce Development,Chamber on the Go and Small Business Assistance,SBS,1105,Chamber on the Go and Small Business Assistance,,"“Chamber on the Go and Small Business Assistance” — a Small Business Services and Workforce Development discretionary initiative administered by SBS. FY2027 adopted: $2,140,972.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2140972,1850721
Small Business Services and Workforce Development,Community Development Financial Institutions,SBS,1106,Community Development Financial Institutions,,"“Community Development Financial Institutions” — a Small Business Services and Workforce Development discretionary initiative administered by SBS. FY2027 adopted: $1,000,000.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000000,1000000
Small Business Services and Workforce Development,Construction Site Safety Training,SBS,1107,Construction Site Safety Training,,"“Construction Site Safety Training” — a Small Business Services and Workforce Development discretionary initiative administered by SBS. FY2027 adopted: $1,375,000.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1375000,1375000
Small Business Services and Workforce Development,Create New Technology Incubators,CUNY,1108,Create New Technology Incubators,,"“Create New Technology Incubators” — a Small Business Services and Workforce Development discretionary initiative administered by CUNY. FY2027 adopted: $1,400,000.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1400000,1400000
Small Business Services and Workforce Development,Day Laborer Workforce Initiative,SBS,1109,Day Laborer Workforce Initiative,,"“Day Laborer Workforce Initiative” — a Small Business Services and Workforce Development discretionary initiative administered by SBS. FY2027 adopted: $4,070,000.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4070000,4070000
Small Business Services and Workforce Development,Domestic Worker and Employer Empowerment Initiative,SBS,1110,Domestic Worker and Employer Empowerment Initiative,,"“Domestic Worker and Employer Empowerment Initiative” — a Small Business Services and Workforce Development discretionary initiative administered by SBS. FY2027 adopted: $300,000.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300000,300000
Small Business Services and Workforce Development,Five Borough Chamber Alliance,SBS,1111,Five Borough Chamber Alliance,,"“Five Borough Chamber Alliance” — a Small Business Services and Workforce Development discretionary initiative administered by SBS. FY2027 adopted: $500,000.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500000,500000
Small Business Services and Workforce Development,Green Jobs Corps Program,DYCD,1112,Green Jobs Corps Program,,"“Green Jobs Corps Program” — a Small Business Services and Workforce Development discretionary initiative administered by DYCD. FY2027 adopted: $120,000.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120000,120000
Small Business Services and Workforce Development,Homeless Prevention Services for Veterans,HRA,1113,Homeless Prevention Services for Veterans,,"“Homeless Prevention Services for Veterans” — a Small Business Services and Workforce Development discretionary initiative administered by HRA. FY2018 adopted: $150,000.",0,0,0,0,0,0,150000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Small Business Services and Workforce Development,Job Placement for Veterans,SBS,1114,Job Placement for Veterans,,"“Job Placement for Veterans” — a Small Business Services and Workforce Development discretionary initiative administered by SBS. FY2018 adopted: $150,000.",0,0,0,0,0,0,150000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Small Business Services and Workforce Development,Job Training and Placement Initiative,Multiple agencies,1115,Job Training and Placement Initiative,,"“Job Training and Placement Initiative” — a Small Business Services and Workforce Development discretionary initiative administered by Multiple agencies. FY2027 adopted: $8,450,000.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8450000,8450000
Small Business Services and Workforce Development,Legal Services for Veterans,HRA,1116,Legal Services for Veterans,,"“Legal Services for Veterans” — a Small Business Services and Workforce Development discretionary initiative administered by HRA. FY2018 adopted: $300,000.",0,0,0,0,0,0,300000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Small Business Services and Workforce Development,MWBE Accelerator,SBS,1117,MWBE Accelerator,,"“MWBE Accelerator” — a Small Business Services and Workforce Development discretionary initiative administered by SBS. FY2027 adopted: $1,000,000.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000000,1000000
Small Business Services and Workforce Development,MWBE Leadership Associations,SBS,1118,MWBE Leadership Associations,,"“MWBE Leadership Associations” — a Small Business Services and Workforce Development discretionary initiative administered by SBS. FY2027 adopted: $700,000.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,700000,553155
Small Business Services and Workforce Development,Made in NYC,SBS,1119,Made in NYC,,"“Made in NYC” — a Small Business Services and Workforce Development discretionary initiative administered by SBS. FY2027 adopted: $850,000.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,850000,850000
Small Business Services and Workforce Development,Mental Health Services for Veterans,DOHMH,1120,Mental Health Services for Veterans,,"“Mental Health Services for Veterans” — a Small Business Services and Workforce Development discretionary initiative administered by DOHMH. FY2018 adopted: $225,000.",0,0,0,0,0,0,225000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Small Business Services and Workforce Development,Multiple Speaker’s Initiative to Address Citywide Needs,Unspecified agency,1121,Multiple Speaker’s Initiative to Address Citywide Needs,,"“Multiple Speaker’s Initiative to Address Citywide Needs” — a Small Business Services and Workforce Development discretionary initiative administered by Unspecified agency. FY2022 adopted: $34,647,608.",0,0,0,0,0,0,0,0,0,0,12816500,0,6769340,0,34647608,0,0,0,0,0,0,0,0,0,0,0
Small Business Services and Workforce Development,Neighborhood Development Grant Initiative,Multiple agencies,1122,Neighborhood Development Grant Initiative,,"“Neighborhood Development Grant Initiative” — a Small Business Services and Workforce Development discretionary initiative administered by Multiple agencies. FY2027 adopted: $2,550,000.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2550000,2335000
Small Business Services and Workforce Development,Nontraditional Worker Organizing and Education,DCWP,1123,Nontraditional Worker Organizing and Education,,"“Nontraditional Worker Organizing and Education” — a Small Business Services and Workforce Development discretionary initiative administered by DCWP. FY2027 adopted: $2,100,000.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2100000,0
Small Business Services and Workforce Development,Pride At Work,SBS,1124,Pride At Work,,"“Pride At Work” — a Small Business Services and Workforce Development discretionary initiative administered by SBS. FY2027 adopted: $501,000.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,501000,501000
Small Business Services and Workforce Development,Support for Immigrant and Women Workers,SBS,1125,Support for Immigrant and Women Workers,,"“Support for Immigrant and Women Workers” — a Small Business Services and Workforce Development discretionary initiative administered by SBS. FY2027 adopted: $600,000.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,600000,600000
Small Business Services and Workforce Development,Veterans Community Development,DYCD/DCLA/CUNY,1126,Veterans Community Development,,"“Veterans Community Development” — a Small Business Services and Workforce Development discretionary initiative administered by DYCD/DCLA/CUNY. FY2018 adopted: $515,000.",0,0,0,0,0,0,515000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Small Business Services and Workforce Development,Worker Cooperative Business Development Initiative,Multiple agencies,1127,Worker Cooperative Business Development Initiative,,"“Worker Cooperative Business Development Initiative” — a Small Business Services and Workforce Development discretionary initiative administered by Multiple agencies. FY2027 adopted: $3,608,209.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3608209,3608209
Speaker’s Initiative to Address Citywide Needs,Afterschool Enrichment Initiative,DYCD,1128,Afterschool Enrichment Initiative,,"“Afterschool Enrichment Initiative” — a Speaker’s Initiative to Address Citywide Needs discretionary initiative administered by DYCD. FY2018 adopted: $5,725,000.",0,0,0,0,0,0,5725000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Speaker’s Initiative to Address Citywide Needs,Big Brothers Big Sisters of New York City,DYCD,1129,Big Brothers Big Sisters of New York City,,"“Big Brothers Big Sisters of New York City” — a Speaker’s Initiative to Address Citywide Needs discretionary initiative administered by DYCD. FY2018 adopted: $1,200,000.",0,0,0,0,0,0,1200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
