fiscal_year,category,initiative,award_type,member,organization,program,ein,amount,agency,purpose,confidence,name_source,absorbed_from_file,absorbed_from_line,absorbed_from_ein,disclosure_confirmed
2017,MENTAL HEALTH SERVICES,Mental Health Services for Vulnerable Populations,initiative_provider,,"Coalition of Behavioral Health Agencies, Inc., The",,132729071,85000,DOHMH,"This funding supports community-based organizations and advocacy networks that provide a range of mental health programs, services, trainings, and referrals throughout the City, addressing the mental health needs of vulnerable and marginalized populations, such as HIV-positive people, suicidal individuals, and people with developmental disabilities. Additional populations of interest include children and youth, immigrants and people with limited English proficiency, homeless individuals and families, and at-risk seniors.",high,council_disclosure,data/fy17/schedule_c/fy17_schedule_c_awards.csv,277,133149298,yes
2017,MENTAL HEALTH SERVICES,Court-Involved Youth Mental Health Initiative,initiative_provider,,"Coalition of Behavioral Health Agencies, Inc., The",,132729071,145000,DOHMH,"This allocation supports programs that utilize risk assessment tools to identify juveniles in the arrest process who require mental health services; engage families of court-involved youth through family counseling, respite services, and other evidence-based practices; and connect community-based providers to other non-governmental organizations familiar with the Courts, the Administration for Children's Services (ACS), Department of Correction (DOC), and other relevant City and State agencies.",high,council_disclosure,data/fy17/schedule_c/fy17_schedule_c_awards.csv,241,135598710,yes
2017,SENIOR SERVICES,Initiative,initiative_provider,,"Commonwise Education, Inc.",,452201993,84000,DSBS,"The Worker Cooperative Business Development initiative will support the creation of jobs in worker cooperatives by coordinating education and training resources and by providing technical, legal, and financial assistance. The initiative will fund a comprehensive citywide effort to reach cooperative entrepreneurs, provide for the start-up of new worker cooperative small businesses, and assist existing cooperatives. The initiative will offer workforce development and concrete skills for unemployed, underemployed and discouraged workers in high-needs neighborhoods.",high,council_disclosure,data/fy17/schedule_c/fy17_schedule_c_awards.csv,331,113306111,yes
2017,HEALTH SERVICES,Maternal and Child Health Services,initiative_provider,,"Community Health Center of Richmond, Inc.",,510567466,11520,DOHMH,"This funding supports a range of maternal and child health services and coordination efforts that aid expectant mothers and women of childbearing age, promoting women’s health before, during, and after pregnancy in an effort to improve maternal and child health outcomes and reduce infant mortality rates. Services may include doula care or home-visiting programs.",high,council_disclosure,data/fy17/schedule_c/fy17_schedule_c_awards.csv,108,136400434,yes
2017,HEALTH SERVICES,Access Health,initiative_provider,,"Community Health Center of Richmond, Inc.",,510567466,52692,DOHMH,"This allocation enables culturally and linguistically competent community-based organizations in all five boroughs to conduct outreach and education efforts regarding healthcare access and coverage, including issues pertaining to Medicare, Medicaid, the Pregnant Women/Prenatal Care Assistance Program (PCAP), the Family Planning Extension Program (FPEP), the AIDS Drug Assistance Program (ADAP) and the Children’s Health Insurance Program (CHIP).",high,council_disclosure,data/fy17/schedule_c/fy17_schedule_c_awards.csv,95,135562202,yes
2017,HEALTH SERVICES,Access Health,initiative_provider,,"Community Healthcare Network, Inc.",,133083068,52692,DOHMH,"This allocation enables culturally and linguistically competent community-based organizations in all five boroughs to conduct outreach and education efforts regarding healthcare access and coverage, including issues pertaining to Medicare, Medicaid, the Pregnant Women/Prenatal Care Assistance Program (PCAP), the Family Planning Extension Program (FPEP), the AIDS Drug Assistance Program (ADAP) and the Children’s Health Insurance Program (CHIP).",high,council_disclosure,data/fy17/schedule_c/fy17_schedule_c_awards.csv,95,135562202,yes
2017,HEALTH SERVICES,Maternal and Child Health Services,initiative_provider,,"Community Healthcare Network, Inc.",,133083068,84633,DOHMH,"This funding supports a range of maternal and child health services and coordination efforts that aid expectant mothers and women of childbearing age, promoting women’s health before, during, and after pregnancy in an effort to improve maternal and child health outcomes and reduce infant mortality rates. Services may include doula care or home-visiting programs.",high,council_disclosure,data/fy17/schedule_c/fy17_schedule_c_awards.csv,108,136400434,yes
2017,CRIMINAL JUSTICE SERVICES,Support for Victims of Human Trafficking,initiative_provider,,"Community Healthcare Network, Inc.",,133083068,175000,MOCJ,The Support for Victims Human Trafficking Initiative will support community-based organizations that provide services to victims in the City's five human trafficking intervention courts.,high,council_disclosure,data/fy17/schedule_c/fy17_schedule_c_awards.csv,52,132612524,yes
2017,HOUSING,Community Housing Preservation Strategies,initiative_provider,,"Community League of the Heights, Inc.",,132564241,29729,HPD,"The Community Consultant Contract (CCC) initiative provides funding for the front-line anti-eviction/anti-displacement services that community groups provide. When a community resident is at risk of eviction, or when a constituent needs assistance with a housing case, they call the CCC-funded specialist at their local community group. These specialists are knowledgeable about a full range of available resources and use all applicable tools to keep New York City residents in housing they can afford. This initiative allows neighborhood-based groups to provide the following core housing services: tenant organization; code enforcement advocacy; housing court assistance; apartment repossession; and other housing-related public education.",high,council_disclosure,data/fy17/schedule_c/fy17_schedule_c_awards.csv,162,133248777,yes
2017,IMMIGRANT SERVICES,Immigrant Opportunities Initiative,initiative_provider,,"Comprehensive Development, Inc.",,133861648,24000,DSS/HRA,"This allocation supports funding to assist immigrant adults gain access to information and resources and to strengthen their participation in the democratic process.  Specifically, this initiative provides funding for legal services for recent immigrants to assist with applications for citizenship or permanent residency, and various other immigrant related legal services.",high,council_disclosure,data/fy17/schedule_c/fy17_schedule_c_awards.csv,198,112864728,yes
