fy,tier,absorbing_file,absorbing_line,absorbing_ein,absorbing_amount,absorbing_category,absorbing_initiative,absorbing_award_type,extracted_name,ein,amount,verdict,scope,n_candidates,already_in_corpus,d_organization,d_member,d_program,d_agency,d_purpose,d_source,d_status,d_fy,first_candidate_name
FY17,A,data/fy17/schedule_c/fy17_schedule_c_awards.csv,68,237330454,29800,CULTURAL ORGANIZATIONS,Coalition of Theaters of Color,initiative_provider,People's Theatre Project,264705999,29800,unique,same_fy,1,0,"People's Theatre Project, Inc.",,,DCLA,To support the operations and programming of various theaters and cultural organizations primarily in communities of color.,Coalition Theaters of Color,Cleared,FY17,"People's Theatre Project, Inc."
FY17,A,data/fy17/schedule_c/fy17_schedule_c_awards.csv,68,237330454,29800,CULTURAL ORGANIZATIONS,Coalition of Theaters of Color,initiative_provider,"Point Community Development Corporation, The",133765140,29800,unique,same_fy,1,0,"Point Community Development Corporation, The",,,DCLA,To support the operations and programming of various theaters and cultural organizations primarily in communities of color.,Coalition Theaters of Color,Cleared,FY17,"Point Community Development Corporation, The"
FY17,A,data/fy17/schedule_c/fy17_schedule_c_awards.csv,68,237330454,29800,CULTURAL ORGANIZATIONS,Coalition of Theaters of Color,initiative_provider,"Rising Circle Theater Collective, Inc.",201407519,14600,unique,same_fy,1,0,"Rising Circle Theater Collective, Inc.",,,DCLA,To support the operations and programming of various theaters and cultural organizations primarily in communities of color.,Coalition Theaters of Color,Cleared,FY17,"Rising Circle Theater Collective, Inc."
FY17,A,data/fy17/schedule_c/fy17_schedule_c_awards.csv,68,237330454,29800,CULTURAL ORGANIZATIONS,Coalition of Theaters of Color,initiative_provider,"Second Generation Productions, Inc.",133929841,14600,unique,same_fy,1,0,"Second Generation Productions, Inc.",,,DCLA,To support the operations and programming of various theaters and cultural organizations primarily in communities of color.,Coalition Theaters of Color,Cleared,FY17,"Second Generation Productions, Inc."
FY17,A,data/fy17/schedule_c/fy17_schedule_c_awards.csv,70,237448611,115200,CULTURAL ORGANIZATIONS,Coalition of Theaters of Color,initiative_provider,"Take Wing and Soar Productions, Inc.",141885605,14600,unique,same_fy,1,0,"Take Wing and Soar Productions, Inc.",,,DCLA,To support the operations and programming of various theaters and cultural organizations primarily in communities of color.,Coalition Theaters of Color,Cleared,FY17,"Take Wing and Soar Productions, Inc."
FY17,A,data/fy17/schedule_c/fy17_schedule_c_awards.csv,70,237448611,115200,CULTURAL ORGANIZATIONS,Coalition of Theaters of Color,initiative_provider,"Teatro Circulo, Ltd.",133805585,29800,unique,same_fy,1,0,"Teatro Circulo, Ltd.",,,DCLA,To support the operations and programming of various theaters and cultural organizations primarily in communities of color.,Coalition Theaters of Color,Cleared,FY17,"Teatro Circulo, Ltd."
FY17,A,data/fy17/schedule_c/fy17_schedule_c_awards.csv,78,132612524,350000,EDUCATION,Dropout Prevention and Intervention Initiative,initiative_provider,Educational Testing Services,210634479,207000,unique,same_fy,1,0,Educational Testing Services,,,DOE,"This allocation will support dropout prevention and intervention programs. Contracted providers offer a range of student support, school restructuring, and professional development services.",Dropout Prevention and Intervention Initiative,Cleared,FY17,Educational Testing Services
FY17,A,data/fy17/schedule_c/fy17_schedule_c_awards.csv,78,132612524,350000,EDUCATION,Dropout Prevention and Intervention Initiative,initiative_provider,"El Puente de Williamsburg, Inc.",112614265,33000,unique,same_fy,1,0,"El Puente de Williamsburg, Inc.",,,DOE,"This allocation will support dropout prevention and intervention programs. Contracted providers offer a range of student support, school restructuring, and professional development services.",Dropout Prevention and Intervention Initiative,Cleared,FY17,"El Puente de Williamsburg, Inc."
FY17,B,data/fy17/schedule_c/fy17_schedule_c_awards.csv,80,205620848,30000,EDUCATION,Dropout Prevention and Intervention Initiative,initiative_provider,Make the Road New York,113344389,30000,unique_by_name,same_fy,2,0,Make the Road New York,,,,,,Cleared,FY17,Make the Road New York
FY17,A,data/fy17/schedule_c/fy17_schedule_c_awards.csv,80,205620848,30000,EDUCATION,Dropout Prevention and Intervention Initiative,initiative_provider,"Mentoring USA, Inc.",133808013,30000,unique,same_fy,1,0,"Mentoring USA, Inc.",,,DOE,"This allocation will support dropout prevention and intervention programs. Contracted providers offer a range of student support, school restructuring, and professional development services.",Dropout Prevention and Intervention Initiative,Cleared,FY17,"Mentoring USA, Inc."
FY17,A,data/fy17/schedule_c/fy17_schedule_c_awards.csv,81,134004600,1550000,EDUCATION,Educational Programs for Students,initiative_provider,"Chess in the Schools, Inc.",136119036,400000,unique,same_fy,1,0,"Chess-in-the-Schools, Inc.",,,DOE,"This allocation will support direct educational initiatives for students including, but not limited to literacy, math, science and technology programs.",Educational Programs for Students,Cleared,FY17,"Chess-in-the-Schools, Inc."
FY17,A,data/fy17/schedule_c/fy17_schedule_c_awards.csv,81,134004600,1550000,EDUCATION,Educational Programs for Students,initiative_provider,"MOUSE, Inc.",133973196,275000,unique,same_fy,1,0,"MOUSE, Inc.",,,DOE,"This allocation will support direct educational initiatives for students including, but not limited to literacy, math, science and technology programs.",Educational Programs for Students,Cleared,FY17,"MOUSE, Inc."
FY17,A,data/fy17/schedule_c/fy17_schedule_c_awards.csv,86,136400434,12294500,EDUCATION,Support for Educators,initiative_provider,Council of School Supervisors and Administrators,112024569,450000,unique,same_fy,1,0,Council of School Supervisors and Administrators,,,DOE,"This allocation will provide support for DOE educators through professional development, training or supplies used for student instruction. Programs supported include STEM Teacher's College and Teacher's Choice.",Support for Educators,Cleared,FY17,Council of School Supervisors and Administrators
FY17,A,data/fy17/schedule_c/fy17_schedule_c_awards.csv,87,237169558,125000,FOOD INITIATIVES,Access to Food and Nutritional Education,initiative_provider,"Council on the Environment, Inc.",132765465,335000,unique,same_fy,1,0,"Council on the Environment, Inc.",,,DYCD,"This allocation supports work towrards expanding access to healthy food and better understanding of health and nutrition in underserved communities. Efforts include proliferating farmers markets, expanding the use of Electronic Benefit Transfers (EBTs) towards healthier, less processed food and engaging communities to make positive changes related to food and nutritional choices.",Access to Food and Nutritional Education,Cleared,FY17,"Council on the Environment, Inc."
FY17,A,data/fy17/schedule_c/fy17_schedule_c_awards.csv,87,237169558,125000,FOOD INITIATIVES,Access to Food and Nutritional Education,initiative_provider,"Harvest Home Farmer’s Market, Inc.",061800512,95000,unique,same_fy,1,0,"Harvest Home Farmer’s Market, Inc.",,,DYCD,"This allocation supports work towrards expanding access to healthy food and better understanding of health and nutrition in underserved communities. Efforts include proliferating farmers markets, expanding the use of Electronic Benefit Transfers (EBTs) towards healthier, less processed food and engaging communities to make positive changes related to food and nutritional choices.",Access to Food and Nutritional Education,Cleared,FY17,"Harvest Home Farmer’s Market, Inc."
FY17,A,data/fy17/schedule_c/fy17_schedule_c_awards.csv,88,112737223,125000,FOOD INITIATIVES,Access to Food and Nutritional Education,initiative_provider,Cypress Hills Local Development Corporation,112683663,125000,unique,same_fy,1,0,Cypress Hills Local Development Corporation,,,DYCD,"This allocation supports work towrards expanding access to healthy food and better understanding of health and nutrition in underserved communities. Efforts include proliferating farmers markets, expanding the use of Electronic Benefit Transfers (EBTs) towards healthier, less processed food and engaging communities to make positive changes related to food and nutritional choices.",Access to Food and Nutritional Education,Cleared,FY17,Cypress Hills Local Development Corporation
FY17,A,data/fy17/schedule_c/fy17_schedule_c_awards.csv,88,112737223,125000,FOOD INITIATIVES,Access to Food and Nutritional Education,initiative_provider,"Crenulated Company LTD, The",141719016,125000,unique,same_fy,1,0,"Crenulated Company LTD, The",,,DYCD,"This allocation supports work towrards expanding access to healthy food and better understanding of health and nutrition in underserved communities. Efforts include proliferating farmers markets, expanding the use of Electronic Benefit Transfers (EBTs) towards healthier, less processed food and engaging communities to make positive changes related to food and nutritional choices.",Access to Food and Nutritional Education,Cleared,FY17,"Crenulated Company LTD, The"
FY17,C,data/fy17/schedule_c/fy17_schedule_c_awards.csv,95,135562202,90000,HEALTH SERVICES,Access Health,initiative_provider,Centro Altagracia de Fe y Justicia,161765323,52692,unique,any_fy,1,0,Centro Altagracia de Fe y Justicia,,,DOHMH,"The Access Health NYC Initiative will enable culturally- and linguistically-competent non-profit community-based organizations (CBOs) in all 5 boroughs to do outreach and public education in their communities about options for health care access and coverage, particularly for the uninsured. Important options that these communities may not know about include HHC Options, Federally Qualified Health Centers, pre-certification for emergency Medicaid, Medicaid for Pregnant Women/Prenatal Care Assistance Program (PCAP), Family Planning Extension Program (FPEP), AIDS Drug Assistance Program (ADAP) and Children’s Health Insurance Program (CHIP). While some private foundation funds were made available to aid efforts of outreach and public education, the Access Health NYC Initiative will allow CBOs to scale up their activities and to create a more robust public health education campaign.",Access Health NYC,Cleared,FY16,Centro Altagracia de Fe y Justicia
FY17,A,data/fy17/schedule_c/fy17_schedule_c_awards.csv,95,135562202,90000,HEALTH SERVICES,Access Health,initiative_provider,Community Health Center of Richmond,510567466,52692,unique,same_fy,1,0,"Community Health Center of Richmond, Inc.",,,DOHMH,"This allocation enables culturally and linguistically competent community-based organizations in all five boroughs to conduct outreach and education efforts regarding healthcare access and coverage, including issues pertaining to Medicare, Medicaid, the Pregnant Women/Prenatal Care Assistance Program (PCAP), the Family Planning Extension Program (FPEP), the AIDS Drug Assistance Program (ADAP) and the Children’s Health Insurance Program (CHIP).",Access Health Initiative,Cleared,FY17,"Community Health Center of Richmond, Inc."
FY17,A,data/fy17/schedule_c/fy17_schedule_c_awards.csv,95,135562202,90000,HEALTH SERVICES,Access Health,initiative_provider,Community Healthcare Network,133083068,52692,unique,same_fy,1,0,"Community Healthcare Network, Inc.",,,DOHMH,"This allocation enables culturally and linguistically competent community-based organizations in all five boroughs to conduct outreach and education efforts regarding healthcare access and coverage, including issues pertaining to Medicare, Medicaid, the Pregnant Women/Prenatal Care Assistance Program (PCAP), the Family Planning Extension Program (FPEP), the AIDS Drug Assistance Program (ADAP) and the Children’s Health Insurance Program (CHIP).",Access Health Initiative,Cleared,FY17,"Community Healthcare Network, Inc."
